season,canonical_fixture_id,source_match_id,source_pulse_fixture_id,expected_goal_count,observed_goal_count,goal_count_match,source_event_id,source_event_type,source_event_seconds,source_event_time_label,source_event_text,source_scorer_name,source_scorer_team,source_scorer_id,source_assist_ids,source_fixture_home,source_fixture_away,source_fixture_home_score,source_fixture_away_score,source_url,retrieved_at_utc
2016-17,29,855197,14065,4,4,true,110137,goal,409,07,"Goal!  Manchester City 1, West Ham United 0. Raheem Sterling (Manchester City) right footed shot from the centre of the box to the bottom right corner. Assisted by Nolito.",Raheem Sterling,Manchester City,4316,19604,,,3,1,https://footballapi.pulselive.com/football/fixtures/14065/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:08:58.426442Z
2016-17,31,855203,14070,3,2,false,110964,penalty goal,5623,90+4,"Goal!  Arsenal 2, Southampton 1. Santi Cazorla (Arsenal) converts the penalty with a right footed shot to the bottom left corner.",Santi Cazorla,Arsenal,4477,,,,2,1,https://footballapi.pulselive.com/football/fixtures/14070/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:08:59.205498Z
2016-17,31,855203,14070,3,2,false,110517,goal,1711,29,"Goal!  Arsenal 1, Southampton 1. Laurent Koscielny (Arsenal) right footed shot from the centre of the box to the bottom right corner    following a corner.",Laurent Koscielny,Arsenal,4030,,,,2,1,https://footballapi.pulselive.com/football/fixtures/14070/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:08:59.205498Z
2016-17,32,855202,14071,1,1,true,110821,goal,4738,79,"Goal!  Bournemouth 1, West Bromwich Albion 0. Callum Wilson (Bournemouth) right footed shot from the centre of the box to the bottom left corner. Assisted by Adam Smith with a cross.",Callum Wilson,Bournemouth,8454,3512,,,1,0,https://footballapi.pulselive.com/football/fixtures/14071/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:00.035468Z
2016-17,33,855204,14072,2,2,true,110948,goal,5651,90+5,"Goal!  Burnley 1, Hull City 1. Robert Snodgrass (Hull City) from a free kick with a left footed shot to the bottom right corner.",Robert Snodgrass,Hull City,4558,,,,1,1,https://footballapi.pulselive.com/football/fixtures/14072/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:00.862422Z
2016-17,33,855204,14072,2,2,true,110777,goal,4310,72,"Goal!  Burnley 1, Hull City 0. Steven Defour (Burnley) right footed shot from outside the box to the bottom right corner. Assisted by Dean Marney.",Steven Defour,Burnley,5345,2359,,,1,1,https://footballapi.pulselive.com/football/fixtures/14072/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:00.862422Z
2016-17,34,855205,14073,5,5,true,111056,goal,5319,89,"Goal!  Liverpool 4, Leicester City 1. Roberto Firmino (Liverpool) left footed shot from the centre of the box to the centre of the goal. Assisted by Sadio Mané.",Roberto Firmino,Liverpool,13511,6519,,,4,1,https://footballapi.pulselive.com/football/fixtures/14073/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:01.657208Z
2016-17,34,855205,14073,5,5,true,111024,goal,3353,56,"Goal!  Liverpool 3, Leicester City 1. Adam Lallana (Liverpool) right footed shot from the right side of the box to the top left corner. Assisted by Georginio Wijnaldum.",Adam Lallana,Liverpool,4618,7114,,,4,1,https://footballapi.pulselive.com/football/fixtures/14073/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:01.657208Z
2016-17,34,855205,14073,5,5,true,111005,goal,2266,38,"Goal!  Liverpool 2, Leicester City 1. Jamie Vardy (Leicester City) right footed shot from the centre of the box to the centre of the goal.",Jamie Vardy,Leicester City,8979,,,,4,1,https://footballapi.pulselive.com/football/fixtures/14073/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:01.657208Z
2016-17,34,855205,14073,5,5,true,111000,goal,1838,31,"Goal!  Liverpool 2, Leicester City 0. Sadio Mané (Liverpool) right footed shot from the centre of the box to the bottom right corner. Assisted by Daniel Sturridge.",Sadio Mané,Liverpool,6519,3154,,,4,1,https://footballapi.pulselive.com/football/fixtures/14073/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:01.657208Z
2016-17,34,855205,14073,5,5,true,110986,goal,759,13,"Goal!  Liverpool 1, Leicester City 0. Roberto Firmino (Liverpool) right footed shot from the centre of the box to the bottom left corner. Assisted by James Milner.",Roberto Firmino,Liverpool,13511,2100,,,4,1,https://footballapi.pulselive.com/football/fixtures/14073/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:01.657208Z
2016-17,35,855206,14074,3,3,true,110258,goal,2505,42,"Goal!  Manchester United 1, Manchester City 2. Zlatan Ibrahimovic (Manchester United) right footed shot from the left side of the box to the top left corner    following a set piece situation.",Zlatan Ibrahimovic,Manchester United,5772,,,,1,2,https://footballapi.pulselive.com/football/fixtures/14074/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:02.477490Z
2016-17,35,855206,14074,3,3,true,110252,goal,2109,36,"Goal!  Manchester United 0, Manchester City 2. Kelechi Iheanacho (Manchester City) left footed shot from very close range to the centre of the goal.",Kelechi Iheanacho,Manchester City,13554,,,,1,2,https://footballapi.pulselive.com/football/fixtures/14074/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:02.477490Z
2016-17,35,855206,14074,3,3,true,110236,goal,874,15,"Goal!  Manchester United 0, Manchester City 1. Kevin De Bruyne (Manchester City) right footed shot from outside the box to the bottom left corner. Assisted by Kelechi Iheanacho with a headed pass.",Kevin De Bruyne,Manchester City,4288,13554,,,1,2,https://footballapi.pulselive.com/football/fixtures/14074/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:02.477490Z
2016-17,36,855207,14075,3,3,true,110623,goal,2800,47,"Goal!  Middlesbrough 1, Crystal Palace 2. Wilfried Zaha (Crystal Palace) left footed shot from the centre of the box to the top left corner.",Wilfried Zaha,Crystal Palace,4539,,,,1,2,https://footballapi.pulselive.com/football/fixtures/14075/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:03.261589Z
2016-17,36,855207,14075,3,3,true,110546,goal,2239,38,"Goal!  Middlesbrough 1, Crystal Palace 1. Daniel Ayala (Middlesbrough) header from the centre of the box to the bottom left corner. Assisted by Stewart Downing with a cross   following a corner.",Daniel Ayala,Middlesbrough,3901,2122,,,1,2,https://footballapi.pulselive.com/football/fixtures/14075/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:03.261589Z
2016-17,36,855207,14075,3,3,true,110444,goal,928,16,"Goal!  Middlesbrough 0, Crystal Palace 1. Christian Benteke (Crystal Palace) header from the left side of the six yard box to the top right corner. Assisted by Wilfried Zaha with a cross.",Christian Benteke,Crystal Palace,4492,4539,,,1,2,https://footballapi.pulselive.com/football/fixtures/14075/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:03.261589Z
2016-17,37,855208,14076,4,4,true,110772,goal,4188,70,"Goal!  Stoke City 0, Tottenham Hotspur 4. Harry Kane (Tottenham Hotspur) left footed shot from very close range to the bottom right corner. Assisted by Son Heung-Min.",Harry Kane,Tottenham Hotspur,3960,4999,,,0,4,https://footballapi.pulselive.com/football/fixtures/14076/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:04.149450Z
2016-17,37,855208,14076,4,4,true,110702,goal,3526,59,"Goal!  Stoke City 0, Tottenham Hotspur 3. Dele Alli (Tottenham Hotspur) right footed shot from the centre of the box to the centre of the goal. Assisted by Kyle Walker   following a fast break.",Dele Alli,Tottenham Hotspur,9167,3955,,,0,4,https://footballapi.pulselive.com/football/fixtures/14076/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:04.149450Z
2016-17,37,855208,14076,4,4,true,110677,goal,3314,56,"Goal!  Stoke City 0, Tottenham Hotspur 2. Son Heung-Min (Tottenham Hotspur) right footed shot from the left side of the box to the high centre of the goal. Assisted by Christian Eriksen.",Son Heung-Min,Tottenham Hotspur,4999,4845,,,0,4,https://footballapi.pulselive.com/football/fixtures/14076/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:04.149450Z
2016-17,37,855208,14076,4,4,true,110563,goal,2431,41,"Goal!  Stoke City 0, Tottenham Hotspur 1. Son Heung-Min (Tottenham Hotspur) left footed shot from the centre of the box to the centre of the goal. Assisted by Christian Eriksen.",Son Heung-Min,Tottenham Hotspur,4999,4845,,,0,4,https://footballapi.pulselive.com/football/fixtures/14076/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:04.149450Z
2016-17,38,855211,14079,6,6,true,110734,goal,3772,63,"Goal!  West Ham United 2, Watford 4. José Holebas (Watford) left footed shot from outside the box to the bottom right corner. Assisted by Odion Ighalo.",José Holebas,Watford,5713,10957,,,2,4,https://footballapi.pulselive.com/football/fixtures/14079/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:04.934483Z
2016-17,38,855211,14079,6,6,true,110664,goal,3133,53,"Goal!  West Ham United 2, Watford 3. Etienne Capoue (Watford) left footed shot from the left side of the box to the top left corner. Assisted by Roberto Pereyra with a cross.",Etienne Capoue,Watford,4843,11213,,,2,4,https://footballapi.pulselive.com/football/fixtures/14079/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:04.934483Z
2016-17,38,855211,14079,6,6,true,110604,goal,2815,45+2,"Goal!  West Ham United 2, Watford 2. Troy Deeney (Watford) right footed shot from the left side of the box to the top right corner.",Troy Deeney,Watford,9947,,,,2,4,https://footballapi.pulselive.com/football/fixtures/14079/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:04.934483Z
2016-17,38,855211,14079,6,6,true,110569,goal,2446,41,"Goal!  West Ham United 2, Watford 1. Odion Ighalo (Watford) right footed shot from the centre of the box to the centre of the goal. Assisted by Etienne Capoue.",Odion Ighalo,Watford,10957,4843,,,2,4,https://footballapi.pulselive.com/football/fixtures/14079/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:04.934483Z
2016-17,38,855211,14079,6,6,true,110536,goal,1923,33,"Goal!  West Ham United 2, Watford 0. Michail Antonio (West Ham United) header from very close range to the centre of the goal. Assisted by Dimitri Payet with a cross.",Michail Antonio,West Ham United,9595,5586,,,2,4,https://footballapi.pulselive.com/football/fixtures/14079/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:04.934483Z
2016-17,38,855211,14079,6,6,true,110387,goal,283,05,"Goal!  West Ham United 1, Watford 0. Michail Antonio (West Ham United) header from the centre of the box to the centre of the goal. Assisted by Dimitri Payet with a cross   following a corner.",Michail Antonio,West Ham United,9595,5586,,,2,4,https://footballapi.pulselive.com/football/fixtures/14079/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:04.934483Z
2016-17,39,855210,14078,4,4,true,111167,goal,4817,81,"Goal!  Swansea City 2, Chelsea 2. Diego Costa (Chelsea) right footed shot from very close range to the bottom left corner.",Diego Costa,Chelsea,4941,,,,2,2,https://footballapi.pulselive.com/football/fixtures/14078/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:05.787658Z
2016-17,39,855210,14078,4,4,true,111145,goal,3666,62,"Goal!  Swansea City 2, Chelsea 1. Leroy Fer (Swansea City) left footed shot from the centre of the box to the bottom left corner.",Leroy Fer,Swansea City,4810,,,,2,2,https://footballapi.pulselive.com/football/fixtures/14078/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:05.787658Z
2016-17,39,855210,14078,4,4,true,111144,penalty goal,3536,59,"Goal!  Swansea City 1, Chelsea 1. Gylfi Sigurdsson (Swansea City) converts the penalty with a right footed shot to the centre of the goal.",Gylfi Sigurdsson,Swansea City,4421,,,,2,2,https://footballapi.pulselive.com/football/fixtures/14078/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:05.787658Z
2016-17,39,855210,14078,4,4,true,111083,goal,1047,18,"Goal!  Swansea City 0, Chelsea 1. Diego Costa (Chelsea) right footed shot from the centre of the box to the bottom right corner. Assisted by Oscar.",Diego Costa,Chelsea,4941,4501,,,2,2,https://footballapi.pulselive.com/football/fixtures/14078/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:05.787658Z
2016-17,40,855209,14077,3,3,true,111259,goal,4241,71,"Goal!  Sunderland 0, Everton 3. Romelu Lukaku (Everton) left footed shot from the centre of the box to the bottom left corner. Assisted by Kevin Mirallas with a through ball.",Romelu Lukaku,Everton,4290,4507,,,0,3,https://footballapi.pulselive.com/football/fixtures/14077/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:06.597123Z
2016-17,40,855209,14077,3,3,true,111258,goal,4049,68,"Goal!  Sunderland 0, Everton 2. Romelu Lukaku (Everton) header from very close range to the top right corner. Assisted by Yannick Bolasie with a cross.",Romelu Lukaku,Everton,4290,4763,,,0,3,https://footballapi.pulselive.com/football/fixtures/14077/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:06.597123Z
2016-17,40,855209,14077,3,3,true,111248,goal,3544,60,"Goal!  Sunderland 0, Everton 1. Romelu Lukaku (Everton) header from the centre of the box to the bottom left corner. Assisted by Idrissa Gueye with a cross.",Romelu Lukaku,Everton,4290,12582,,,0,3,https://footballapi.pulselive.com/football/fixtures/14077/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:06.597123Z
2016-17,41,855212,14080,3,3,true,115976,goal,3650,61,"Goal!  Chelsea 1, Liverpool 2. Diego Costa (Chelsea) right footed shot from very close range to the bottom right corner. Assisted by Nemanja Matic.",Diego Costa,Chelsea,4941,3861,,,1,2,https://footballapi.pulselive.com/football/fixtures/14080/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:07.424221Z
2016-17,41,855212,14080,3,3,true,115952,goal,2137,36,"Goal!  Chelsea 0, Liverpool 2. Jordan Henderson (Liverpool) right footed shot from outside the box to the top right corner.",Jordan Henderson,Liverpool,3712,,,,1,2,https://footballapi.pulselive.com/football/fixtures/14080/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:07.424221Z
2016-17,41,855212,14080,3,3,true,115937,goal,986,17,"Goal!  Chelsea 0, Liverpool 1. Dejan Lovren (Liverpool) right footed shot from the centre of the box to the bottom left corner. Assisted by Philippe Coutinho with a cross   following a set piece situation.",Dejan Lovren,Liverpool,4813,4525,,,1,2,https://footballapi.pulselive.com/football/fixtures/14080/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:07.424221Z
2016-17,42,855214,14082,4,3,false,116471,goal,2702,45+1,"Goal!  Everton 3, Middlesbrough 1. Romelu Lukaku (Everton) left footed shot from very close range to the bottom left corner. Assisted by Yannick Bolasie with a cross.",Romelu Lukaku,Everton,4290,4763,,,3,1,https://footballapi.pulselive.com/football/fixtures/14082/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:08.263087Z
2016-17,42,855214,14082,4,3,false,116464,goal,2470,42,"Goal!  Everton 2, Middlesbrough 1. Séamus Coleman (Everton) left footed shot from the centre of the box to the bottom right corner. Assisted by Romelu Lukaku.",Séamus Coleman,Everton,3600,4290,,,3,1,https://footballapi.pulselive.com/football/fixtures/14082/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:08.263087Z
2016-17,42,855214,14082,4,3,false,116445,goal,1407,24,"Goal!  Everton 1, Middlesbrough 1. Gareth Barry (Everton) left footed shot from a difficult angle on the right to the high centre of the goal    following a corner.",Gareth Barry,Everton,1308,,,,3,1,https://footballapi.pulselive.com/football/fixtures/14082/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:08.263087Z
2016-17,43,855215,14083,5,5,true,116399,goal,5495,90+2,"Goal!  Hull City 1, Arsenal 4. Granit Xhaka (Arsenal) left footed shot from outside the box to the top left corner. Assisted by Mohamed Elneny.",Granit Xhaka,Arsenal,12136,5239,,,1,4,https://footballapi.pulselive.com/football/fixtures/14083/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:09.159687Z
2016-17,43,855215,14083,5,5,true,116364,goal,4924,83,"Goal!  Hull City 1, Arsenal 3. Alexis Sánchez (Arsenal) right footed shot from the centre of the box to the top right corner.",Alexis Sánchez,Arsenal,4973,,,,1,4,https://footballapi.pulselive.com/football/fixtures/14083/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:09.159687Z
2016-17,43,855215,14083,5,5,true,116344,penalty goal,4690,79,"Goal!  Hull City 1, Arsenal 2. Robert Snodgrass (Hull City) converts the penalty with a left footed shot to the top left corner.",Robert Snodgrass,Hull City,4558,,,,1,4,https://footballapi.pulselive.com/football/fixtures/14083/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:09.159687Z
2016-17,43,855215,14083,5,5,true,116247,goal,3249,55,"Goal!  Hull City 0, Arsenal 2. Theo Walcott (Arsenal) right footed shot from the right side of the box to the bottom right corner. Assisted by Alex Iwobi with a through ball.",Theo Walcott,Arsenal,2839,4717,,,1,4,https://footballapi.pulselive.com/football/fixtures/14083/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:09.159687Z
2016-17,43,855215,14083,5,5,true,116092,goal,995,17,"Goal!  Hull City 0, Arsenal 1. Alexis Sánchez (Arsenal) left footed shot from very close range to the bottom left corner. Assisted by Alex Iwobi.",Alexis Sánchez,Arsenal,4973,4717,,,1,4,https://footballapi.pulselive.com/football/fixtures/14083/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:09.159687Z
2016-17,44,855216,14084,3,2,false,116221,goal,2828,48,"Goal!  Leicester City 2, Burnley 0. Islam Slimani (Leicester City) header from very close range to the bottom left corner. Assisted by Jamie Vardy.",Islam Slimani,Leicester City,11364,8979,,,3,0,https://footballapi.pulselive.com/football/fixtures/14084/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:09.984804Z
2016-17,44,855216,14084,3,2,false,116192,goal,2732,45+1,"Goal!  Leicester City 1, Burnley 0. Islam Slimani (Leicester City) header from very close range to the centre of the goal. Assisted by Christian Fuchs with a cross   following a set piece situation.",Islam Slimani,Leicester City,11364,5371,,,3,0,https://footballapi.pulselive.com/football/fixtures/14084/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:09.984804Z
2016-17,45,855217,14085,4,4,true,116275,goal,3946,66,"Goal!  Manchester City 4, Bournemouth 0. Ilkay Gündogan (Manchester City) right footed shot from the centre of the box to the bottom right corner. Assisted by Kevin De Bruyne with a through ball.",Ilkay Gündogan,Manchester City,5101,4288,,,4,0,https://footballapi.pulselive.com/football/fixtures/14085/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:10.788346Z
