field_name,resource,original_grain,field_type,current_raw_found,current_resolution_status,current_resolved_grain,current_evidence_paths,historical_found,historical_grains,historical_season_files,source_layer_state
history[].kickoff_time,element,,str,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history[].kickoff_time,YES,fixture;player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_fixtures.csv;2026-27_all_fixtures.csv,BOTH
history[].minutes,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history[].minutes,YES,fixture;player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_fixtures.csv;2025-26_all_players_gw.csv;2026-27_all_fixtures.csv,BOTH
history[].modified,element,,bool,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history[].modified,YES,player,2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history[].own_goals,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history[].own_goals,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history[].penalties_missed,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history[].penalties_missed,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history[].penalties_saved,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history[].penalties_saved,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history[].recoveries,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history[].recoveries,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history[].red_cards,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history[].red_cards,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history[].round,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history[].round,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv,BOTH
history[].saves,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history[].saves,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history[].selected,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history[].selected,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history[].starts,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history[].starts,YES,player,2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history[].tackles,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history[].tackles,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history[].threat,element,,str,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history[].threat,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history[].total_points,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history[].total_points,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history[].transfers_balance,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history[].transfers_balance,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history[].transfers_in,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history[].transfers_in,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history[].transfers_out,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history[].transfers_out,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history[].value,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history[].value,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history[].was_home,element,,bool,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history[].was_home,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv,BOTH
history[].yellow_cards,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history[].yellow_cards,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history_past,element,,object,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history_past,NO,,,CURRENT_RAW_ONLY
history_past[].assists,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history_past[].assists,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history_past[].bonus,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history_past[].bonus,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history_past[].bps,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history_past[].bps,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history_past[].clean_sheets,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history_past[].clean_sheets,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history_past[].clearances_blocks_interceptions,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history_past[].clearances_blocks_interceptions,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history_past[].creativity,element,,str,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history_past[].creativity,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history_past[].defensive_contribution,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history_past[].defensive_contribution,YES,player,2025-26_all_players_gw.csv,BOTH
history_past[].end_cost,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history_past[].end_cost,NO,,,CURRENT_RAW_ONLY
history_past[].expected_assists,element,,str,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history_past[].expected_assists,YES,player,2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history_past[].expected_goal_involvements,element,,str,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history_past[].expected_goal_involvements,YES,player,2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history_past[].expected_goals,element,,str,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history_past[].expected_goals,YES,player,2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history_past[].expected_goals_conceded,element,,str,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history_past[].expected_goals_conceded,YES,player,2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history_past[].goals_conceded,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history_past[].goals_conceded,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history_past[].goals_scored,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history_past[].goals_scored,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history_past[].ict_index,element,,str,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history_past[].ict_index,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history_past[].influence,element,,str,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history_past[].influence,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history_past[].minutes,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history_past[].minutes,YES,fixture;player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_fixtures.csv;2025-26_all_players_gw.csv;2026-27_all_fixtures.csv,BOTH
history_past[].own_goals,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history_past[].own_goals,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history_past[].penalties_missed,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history_past[].penalties_missed,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history_past[].penalties_saved,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history_past[].penalties_saved,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history_past[].recoveries,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history_past[].recoveries,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history_past[].red_cards,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history_past[].red_cards,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history_past[].saves,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history_past[].saves,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history_past[].season_name,element,,str,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history_past[].season_name,NO,,,CURRENT_RAW_ONLY
history_past[].start_cost,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history_past[].start_cost,NO,,,CURRENT_RAW_ONLY
history_past[].starts,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history_past[].starts,YES,player,2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history_past[].tackles,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history_past[].tackles,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history_past[].threat,element,,str,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history_past[].threat,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history_past[].total_points,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history_past[].total_points,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history_past[].yellow_cards,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history_past[].yellow_cards,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
