field_name,source_surface,resource,grain,player_link,fixture_link,club_link,matrix_class,canonical_attachment,relationship_kind,identity_contract
resources.lineups.headers.alt-svc,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.headers.cache-control,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.headers.connection,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.headers.content-security-policy,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.headers.content-type,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.headers.date,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.headers.permissions-policy,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.headers.referrer-policy,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.headers.set-cookie,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.headers.strict-transport-security,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.headers.transfer-encoding,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.headers.vary,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.headers.via,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.headers.x-amz-cf-id,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.headers.x-amz-cf-pop,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.headers.x-cache,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.headers.x-cache-server,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.headers.x-cache-status,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.headers.x-content-type-options,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.headers.x-frame-options,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.headers.x-pulse-sdp-endpoint,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.headers.x-ratelimit-limit,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.headers.x-ratelimit-remaining,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.headers.x-ratelimit-reset,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.headers.x-request-id,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.payload,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.payload.away_team,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.payload.away_team.formation,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.payload.away_team.formation.formation,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.payload.away_team.formation.lineup,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.payload.away_team.formation.subs,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.payload.away_team.formation.teamId,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.payload.away_team.managers,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.payload.away_team.managers[].firstName,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.payload.away_team.managers[].id,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.payload.away_team.managers[].lastName,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.payload.away_team.managers[].type,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.payload.away_team.players,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.payload.away_team.players[].firstName,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.payload.away_team.players[].id,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.payload.away_team.players[].isCaptain,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.payload.away_team.players[].lastName,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.payload.away_team.players[].position,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.payload.away_team.players[].shirtNum,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.payload.away_team.teamId,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.payload.home_team,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.payload.home_team.formation,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.payload.home_team.formation.formation,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.payload.home_team.formation.lineup,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.payload.home_team.formation.subs,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.payload.home_team.formation.teamId,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.payload.home_team.managers,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.payload.home_team.managers[].firstName,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.payload.home_team.managers[].id,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.payload.home_team.managers[].lastName,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.payload.home_team.managers[].type,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.payload.home_team.players,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.payload.home_team.players[].firstName,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.payload.home_team.players[].id,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.payload.home_team.players[].isCaptain,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.payload.home_team.players[].lastName,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.payload.home_team.players[].position,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.payload.home_team.players[].shirtNum,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.payload.home_team.teamId,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.lineups.retrieved_at,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.endpoint,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.headers,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.headers.alt-svc,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.headers.cache-control,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.headers.connection,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.headers.content-security-policy,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.headers.content-type,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.headers.date,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.headers.permissions-policy,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.headers.referrer-policy,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.headers.set-cookie,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.headers.strict-transport-security,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.headers.transfer-encoding,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.headers.vary,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.headers.via,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.headers.x-amz-cf-id,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.headers.x-amz-cf-pop,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.headers.x-cache,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.headers.x-cache-server,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.headers.x-cache-status,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.headers.x-content-type-options,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.headers.x-frame-options,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.headers.x-pulse-sdp-endpoint,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.headers.x-ratelimit-limit,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.headers.x-ratelimit-remaining,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.headers.x-ratelimit-reset,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.headers.x-request-id,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.payload,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.payload.attendance,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.payload.awayTeam,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.payload.awayTeam.abbr,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.payload.awayTeam.halfTimeScore,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.payload.awayTeam.id,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.payload.awayTeam.name,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.payload.awayTeam.redCards,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.payload.awayTeam.score,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.payload.awayTeam.shortName,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.payload.clock,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.payload.competition,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.payload.competitionId,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.payload.ground,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.payload.homeTeam,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
resources.match.payload.homeTeam.abbr,pulselive,match,fixture,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,ONLY_FIXTURE_VERIFIED,fixture,ENTITY,canonical_fixture_to_source_match
